Section ID,Section,HS2 ID,HS2,PCI,Australia' Exports,United States' Exports
2,Vegetable Products,08,"Edible fruits, nuts & fruit peels",-1.421959596302778,56168095,167209955
6,Chemical Products,32,"Paints, dyes, & varnishes",0.3979551016999999,53913877,101330749
2,Vegetable Products,12,"Oils seeds, oleaginous fruits, grains, straw & fodder",-1.1766721356470586,49404752,42314283
20,Miscellaneous,94,"Furniture, bedding, lamps, & prefab buildings",-0.0315585775942857,45690140,130739152
4,Foodstuffs,23,Food residues & wastes; animal fodder,-0.7697268240571428,42780295,170656956
1,Animal Products,04,"Edible products of animal origin, n.e.s.",-0.35135835051904757,41112912,143548976
15,Metals,83,Miscellaneous metal products,0.5369676422458333,40560727,64986847
6,Chemical Products,29,Organic chemicals,0.7319215277947371,36446716,180397300
19,Weapons,93,Weapons,0.3402586106666666,36313077,276074960
20,Miscellaneous,95,"Toys, games, & sports",0.03868964850000002,29194803,210532955
5,Mineral Products,25,"Salt, sulphur, cement, lime, stone, & plaster",-1.1053788191064515,28679458,20030534
13,Stone And Glass,70,Glass & glassware,0.38031259519666666,25814269,50895469
2,Vegetable Products,07,"Edible vegetables, roots, & tubers",-1.3685340087303028,23893204,16277080
4,Foodstuffs,20,"Preparations of vegetables, fruit, nuts or other plant parts",-0.7468695850310343,22419313,94033208
4,Foodstuffs,16,"Preparations of fish, crustacenas, & molluscs",-0.6518667476125,21688558,44848843
6,Chemical Products,34,"Soap, cleaners, candles, dental, modelling pastes",0.24885724667058828,19463438,162910384
15,Metals,82,Tools & cutlery,0.7923987731777776,18756350,136447598
4,Foodstuffs,19,"Preparations of cereals, flour, starch or milk",-0.5205354466916667,18062008,65819594
7,Plastics and Rubbers,40,Rubber & articles thereof,0.23686294101836725,16919663,530310935
21,Arts and Antiques,97,Art & antiques,-0.592106362475,16825145,30482210
1,Animal Products,01,Live animals,-0.49738003401,16261347,8746214
10,Paper Goods,49,"Books, newspapers, & other prints",0.24437315852000002,14974935,201064745
11,Textiles,56,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",-0.21758066952,14466787.000000002,26122182
5,Mineral Products,27,"Mineral fuels, mineral oils and products of their distillation",-0.9538666869451614,12968045.999999998,825996042
9,Wood Products,44,"Wood, wood articles, & charcoal",-0.6081788303885715,12017725,113935321
11,Textiles,62,Non-knitted clothing accesories,-1.3496954656816667,10732637,25592539
15,Metals,81,Cermet articles,0.17828459898,10479002,10536995
11,Textiles,61,Knitted clothing accesories,-1.541531979796297,10176595,26200208
11,Textiles,63,Used clothes & textile articles,-1.2004859435160002,9810636,72296745
11,Textiles,54,Man-made filaments,-0.058692942568,8694390,24621102
6,Chemical Products,36,"Explosives, matches, & fireworks",-0.6853836549666666,8581162.999999998,27709728
12,Footwear and Headwear,64,Footwear,-0.8436246196714285,7009532,11028862
15,Metals,79,Zinc articles,-0.35879932321666663,6917936,1960744
2,Vegetable Products,13,"Natural gums, resins & other vegetable extracts",-0.7645039507999999,5916004,11854718
13,Stone And Glass,69,Ceramic products,-0.07297898636470589,5612598,11072523
11,Textiles,59,"Coated, covered, & laminated fabrics for industrial use",0.6877868685,5509030,18231818
17,Transportation,86,Railway and trams,0.4107858085999999,5073557,66594393
13,Stone And Glass,68,"Stone, plaster, cement, asbestos, mica.",-0.0011999183851852267,4886701,48046672
20,Miscellaneous,96,Misc. manufactures,0.06957999036,3627352,32232692
11,Textiles,51,Wool & animal hair,-0.88655002078,3036900,301633
2,Vegetable Products,09,"Coffee, tea, mate & spices",-1.741403200264706,2720835,5165966
2,Vegetable Products,06,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",-1.0623262985875002,2488510,700423
8,Animal Hides,42,Leather articles,-0.8312320945062497,2325221,22687853
4,Foodstuffs,18,Cocoa & cocoa preparations,-0.9092759323888888,2275626,40034977
18,Instruments,92,Musical instruments,0.6666024441166667,2170976,41584509
11,Textiles,60,Knitted fabrics,-0.2556240507125,2157813,608657
18,Instruments,91,"Clocks, watches, & parts",0.5405806060470589,1869973,9855930
11,Textiles,57,Carpets & textile floor covers,-0.462726152425,1168467,14979821.999999998
12,Footwear and Headwear,65,Headgear,-0.5568690709499999,1154227,16265092.000000002
8,Animal Hides,41,Raw hides & skin (non-fur),-1.11927948555,903361.9999999999,1751060.9999999998
11,Textiles,52,Cotton,-1.376775270473684,770445,3465921
9,Wood Products,45,Cork & cork articles,-0.39862468965000003,679232,117805
6,Chemical Products,37,Photo & movie goods,1.4752498660166669,492007,11822562
11,Textiles,55,Man-made staple fibres,-0.2280178582409091,460408,5833086
12,Footwear and Headwear,67,"Feather articles, feathers, artificial flowers, & articles of human hair",-1.50183502458,453143,1942273
10,Paper Goods,47,Wood pulp & paper scrap,-0.10912715288000001,393099,21191565
8,Animal Hides,43,"Furskins, articifial fur, & articles",-0.0181198841,289566,149011
12,Footwear and Headwear,66,"Umbrellas, walking sticks, & whips",-0.9511881630333333,278401,205860
2,Vegetable Products,10,Cereals,-1.2547467683166669,268600,12712236.999999998
11,Textiles,53,"Vegetable textile fibers, paper yarn & fabrics",-0.4270298322749999,244143,452812
11,Textiles,58,Special woven fabrics and tapestries,-0.2692658809285714,223792,2431009
4,Foodstuffs,24,Tobacco & substitutes,-1.2306164689857142,218225,1026592
2,Vegetable Products,14,"Vegetable plaiting materials & products, n.e.s.",-1.779114115,185944.00000000003,504935.99999999994
15,Metals,80,Tin articles,0.0808190983,66581,543676
11,Textiles,50,Silk,0.0717943256,26312,46783
9,Wood Products,46,Straw & esparto manufactures,-1.818050445,24623,71302
