Section ID,Section,HS2 ID,HS2,PCI,Australia' Exports,United States' Exports
8,Animal Hides,43,"Furskins, articifial fur, & articles",-0.23323196482499997,221842.00000000003,107707
11,Textiles,58,Special woven fabrics and tapestries,-0.20551774885000001,221456,2930610
15,Metals,79,Zinc articles,-0.3993170110833333,165504,735933
2,Vegetable Products,14,"Vegetable plaiting materials & products, n.e.s.",-1.9637062419,151366,488227
12,Footwear and Headwear,66,"Umbrellas, walking sticks, & whips",-1.1969878912666667,143870,352191
10,Paper Goods,47,Wood pulp & paper scrap,-0.04919159638,120145,23505064
11,Textiles,53,"Vegetable textile fibers, paper yarn & fabrics",-1.1797279081,116487,331759
9,Wood Products,45,Cork & cork articles,-0.85211631865,85486,48479
11,Textiles,50,Silk,0.3892197927,12791,120328.99999999999
15,Metals,78,Lead articles,-1.4729070970999998,9044,391316
9,Wood Products,46,Straw & esparto manufactures,-1.9056687047,2247,211519
