Section ID,Section,HS2 ID,HS2,PCI,Australia' Exports,United States' Exports
7,Plastics and Rubbers,39,Plastics & articles thereof,0.49441155167264156,56335098,579120048
2,Vegetable Products,08,"Edible fruits, nuts & fruit peels",-1.3259552518138888,56313277,242460476
6,Chemical Products,31,Fertilizers,-0.9743738265647058,47858650,233995962
15,Metals,81,Cermet articles,0.30903649114,43389396,29978830
4,Foodstuffs,17,Sugars & confectioneries,-0.9709436192299998,43377732,26767048
5,Mineral Products,27,"Mineral fuels, mineral oils and products of their distillation",-0.8689353816612905,42461429,788222425
1,Animal Products,03,"Fish, Crustaceans & Molluscs",-1.2115216888536586,41754844,22930094
3,Animal and Vegetable Bi-Products,15,"Animal or vegetable fats, oils, & waxes",-0.8674325726700001,35911385,34064022
6,Chemical Products,38,Chemical products n.e.s.,0.5211335467305556,34515430,476795632
6,Chemical Products,35,"Glues, starches, & albuminoid products",0.45221909629,34004358,53792735
4,Foodstuffs,20,"Preparations of vegetables, fruit, nuts or other plant parts",-0.7587240298928573,33321087,116627180
20,Miscellaneous,94,"Furniture, bedding, lamps, & prefab buildings",-0.027099699097058796,32600728,152123282
15,Metals,83,Miscellaneous metal products,0.45482245941249994,31157658,72247488
21,Arts and Antiques,97,Art & antiques,-0.35788508625,29901312,33670669
5,Mineral Products,25,"Salt, sulphur, cement, lime, stone, & plaster",-1.0431451586518519,28200492,19103864
2,Vegetable Products,12,"Oils seeds, oleaginous fruits, grains, straw & fodder",-1.1418849793687502,28162578,36738604
20,Miscellaneous,95,"Toys, games, & sports",-0.05701545257499998,25031643,185309010
1,Animal Products,04,"Edible products of animal origin, n.e.s.",-0.3732728052142857,23083687,129796136
19,Weapons,93,Weapons,0.17945715581,21062775,206829196.99999997
2,Vegetable Products,07,"Edible vegetables, roots, & tubers",-1.414912212032258,20517534,20831216
4,Foodstuffs,19,"Preparations of cereals, flour, starch or milk",-0.5251820144166667,18984590,56764535
7,Plastics and Rubbers,40,Rubber & articles thereof,0.21488512746999994,17569507,512598521
15,Metals,82,Tools & cutlery,0.7351596059411766,14763333,130058673
17,Transportation,86,Railway and trams,0.32285892167,14091223,88309806
11,Textiles,56,"Wadding, felt, nonwovens, twin, ropes, & articles thereof",-0.23769904522000002,14018331.000000002,27243918
6,Chemical Products,32,"Paints, dyes, & varnishes",0.4009293466428572,12909206,130408539
4,Foodstuffs,16,"Preparations of fish, crustacenas, & molluscs",-0.6215654600529412,11690009,56129976
12,Footwear and Headwear,64,Footwear,-1.0759379130409092,10830923,10481611
6,Chemical Products,34,"Soap, cleaners, candles, dental, modelling pastes",0.24662997394375,10680419,153680064
9,Wood Products,44,"Wood, wood articles, & charcoal",-0.7515220654250002,8541135,129407942
11,Textiles,62,Non-knitted clothing accesories,-1.5095896078354838,8465942,30594856
11,Textiles,51,Wool & animal hair,-0.5564208472142858,8398623,320879
1,Animal Products,01,Live animals,-0.39926080110999995,8113482,5120301
11,Textiles,61,Knitted clothing accesories,-1.6686885010145454,6819479,26169446
13,Stone And Glass,69,Ceramic products,-0.1333424240388889,6479526,13014340
6,Chemical Products,36,"Explosives, matches, & fireworks",-0.8365206058,6163411.000000001,32884083
13,Stone And Glass,70,Glass & glassware,0.504582360890625,5891100,56221352
15,Metals,78,Lead articles,-1.470423023975,5818747.000000001,803351
11,Textiles,59,"Coated, covered, & laminated fabrics for industrial use",0.6303155378083333,4957482,19431842
2,Vegetable Products,13,"Natural gums, resins & other vegetable extracts",-0.90196508282,4916625,12720143
2,Vegetable Products,10,Cereals,-1.2157082140583333,4387779,12427843
11,Textiles,60,Knitted fabrics,-0.3214433486428571,4312086,1342933
2,Vegetable Products,09,"Coffee, tea, mate & spices",-1.66622764745,4021971,4238439
20,Miscellaneous,96,Misc. manufactures,0.02965081736190477,2488470,28833092
11,Textiles,54,Man-made filaments,-0.042144617259090904,2421330,10701219
8,Animal Hides,42,Leather articles,-0.9196326873624999,2189176,19881964
11,Textiles,63,Used clothes & textile articles,-1.3350457564818183,2120173,45071782
13,Stone And Glass,68,"Stone, plaster, cement, asbestos, mica.",-0.004263224446428632,2097143,74531452
2,Vegetable Products,06,"Live trees, plants, bulbs, cut flowers, & ornamental foliage",-0.85489562555,2054526,565884
4,Foodstuffs,18,Cocoa & cocoa preparations,-0.8793272711888889,1649923,52771784
11,Textiles,57,Carpets & textile floor covers,-0.29398262618750004,1517677,30887914
18,Instruments,92,Musical instruments,0.35490814557999995,1391587,25274807
11,Textiles,55,Man-made staple fibres,-0.21535761307499998,1240825,7097285
18,Instruments,91,"Clocks, watches, & parts",0.4379640535,1158645,5369489
8,Animal Hides,41,Raw hides & skin (non-fur),-1.3116709787125,1105281,2532610
11,Textiles,52,Cotton,-1.266737578913636,1065748,3908376
12,Footwear and Headwear,65,Headgear,-1.1613296476500001,1031832,13768741
6,Chemical Products,37,Photo & movie goods,1.5965241484333335,950329,14786877
12,Footwear and Headwear,66,"Umbrellas, walking sticks, & whips",-1.3180773694,481252,339335
11,Textiles,58,Special woven fabrics and tapestries,-0.235933977975,435195,2385886
4,Foodstuffs,24,Tobacco & substitutes,-1.1019293103428571,263122,1204626
8,Animal Hides,43,"Furskins, articifial fur, & articles",-0.1674645432,173122.00000000003,130607
11,Textiles,50,Silk,0.3674092432,89960,61335
9,Wood Products,45,Cork & cork articles,-0.87455555995,81653,78543
12,Footwear and Headwear,67,"Feather articles, feathers, artificial flowers, & articles of human hair",-1.6206258206400002,62769,1377202
11,Textiles,53,"Vegetable textile fibers, paper yarn & fabrics",-0.8196706579999999,61971,409954
9,Wood Products,46,Straw & esparto manufactures,-1.951182222,8992,131458
15,Metals,79,Zinc articles,-0.43112868065000004,8778,543551
10,Paper Goods,47,Wood pulp & paper scrap,-0.02522309037777779,6853,20642752
15,Metals,80,Tin articles,-0.20920179695,3565.9999999999995,451821
